Name,Price,Product Details
Pilot®V-Ball™BeGreen82%RecycledLiquidInkRollerballPens ExtraFinePoint 0.5mm RedBarrel RedInk PackOf12, $17.99 ,"Item :507055 ,OfficeMax :21513113,Manufacturer :PIL53208 ,point size: 0.5 Mm ,Color (Barrel): Red ,point type: Extra Fine ,Color (Ink): Red ,erasable: No ,grip type: Contoured ,ink type: Liquid ,refillable: No ,retractable: No ,material family: Plastic ,quantity: 12 ,brand name: Pilot ,Eco-conscious: Recycled Content ,Product Type: Roller Pen ,Total Recycled Content Percentage: 82 % ,pen point size: 0.5 ,Product Name: Vball Extra Fine Point Roller Ball Pens ,Environmentally Friendly: Yes ,Certifications & Standards: ,Pen Point: Extra Fine ,assembly required: No"
Pentel®SparklePopGelPens MediumPoint 1.0mm AssortedColors PackOf3, $7.89 ,"Item :381077 ,OfficeMax :25631914,Manufacturer :K91BP3M ,Color (Ink): Yellow; Blue; Red; Green ,point size: 1.0 mm ,Color (Barrel): Clear ,point type: Bold ,erasable: No ,grip type: Rubberized ,ink type: Gel ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: Sparkle Pop ,quantity: 3 ,brand name: Pentel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Gel Pen"
SKILCRAFT®Bio-WriteRetractableGelPens MediumPoint 0.7mm 35%Recycled BlueBarrel BlueInk PackOf12(AbilityOne7520-01-588-2364), $44.29 ,"Item :775167 ,OfficeMax :22522325,Manufacturer :NSN5882364 ,point size: 0.7 mm ,Color (Ink): Blue ,Color (Barrel): Blue ,point type: Medium ,erasable: No ,grip type: Rubber Cushion ,ink type: Gel ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: Bio-Write ,quantity: 12 ,brand name: SKILCRAFT ,Eco-conscious: Recycled Content; Plant-Based Materials ,Post Consumer Recycled Content Percentage: 27 % ,Product Type: Gel Pen ,Total Recycled Content Percentage: 27 %"
PaperMate®InkJoy®550RTBallpointPens MediumPoint 1.0mm AssortedTranslucentBarrels AssortedInkColors PackOf4, $8.49 ,"Item :778686 ,OfficeMax :23216823,Manufacturer :1951274 ,point size: 1.0 mm ,Color (Barrel): Translucent Red ,point type: Medium ,Color (Ink): Black; Blue; Red ,erasable: No ,grip type: Rubberized ,ink type: Oil Based ,refillable: Yes ,retractable: Yes ,material family: Plastic ,quantity: 4 ,brand name: Paper Mate ,Product Type: Ballpoint Pen"
Monteverde®SoftRollParker®StyleBallpointRefills MediumPoint 0.7mm Blue PackOf50, $162.99 ,"Item :465082 ,Manufacturer :P134BU ,Color (Ink): Blue ,point type: Medium ,point size: 0.7 mm ,Product Line: Soft Foll Parker ,quantity: 50 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
HelixCrocCroc2-holePencilSharpenersCanister-2Hole(s)-Assorted, $41.89 ,"Item :499052 ,Manufacturer :HLX501700 ,color: Assorted ,Number Of Holes: 2 ,quantity: 18 ,brand name: Helix ,Product Type: Manual Pencil Sharpener"
ThePencilGripWritingC.L.A.W. AssortedColors PackOf36, $73.29 ,"Item :980267 ,Manufacturer :TPG21236 ,color: Blue; Red ,primary material: Rubber ,material family: Rubber ,Product Line: Writing C.L.A.W ,quantity: 36 ,brand name: The Pencil Grip ,manufacturer: THE PENCIL GRIP ,Product Type: Pencil Grip"
SpeedballRoundPenNibs B-4 BoxOf12Nibs, $29.89 ,"Item :375907 ,OfficeMax :24934449,Manufacturer :71580 ,Product Line: Nib B4 ,quantity: 1 ,brand name: Speedball ,manufacturer: SPEEDBALL ART PRODUCTS CO., LLC ,Product Type: Pen Nib"
Stride®SchneiderSlider757Refills ForPulseProAndSharkyPens MediumPoint BlackInk PackOf10, $19.90 ,"Item :3347973 ,OfficeMax :23082655,Manufacturer :175701 ,Color (Ink): Black ,point type: Medium ,Product Line: Schneider Slider 757 ,quantity: 1 ,brand name: Stride ,diverse supplier: Caucasian Female; SAM Government Registration; Small Business Adminstration (SBA); Small Business Concern (SBC); WBENC Certified; Women-Owned Business Enterprise (WBE); Women-Owned Small Business (WOSB); Women-Owned Small Business Third-Party Certified (WSBE) ,manufacturer: STRIDE, INC. ,Product Type: Pen-Style Pen Refill"
Monteverde®Invincia™Executive3EraserRefills PackOf10, $8.39 ,"Item :781326 ,Manufacturer :MV80329 ,color: White ,Product Line: Ballpoint Refills ,Recommended Medium: Lead ,quantity: 1 ,brand name: MONTEVERDE USA ,Product Type: Eraser Refill"
PilotBeGreenB2PRecycledBottle2PenBallpointPens-MediumPenPointType-1mmPenPointSize-Refillable-RedGel-basedInk-BlueBarrel-1Dozen, $20.19 ,"Item :207022 ,Manufacturer :PIL32802 ,barrel color: Blue ,brand name: Pilot ,color: Red ,Eco-conscious: Recycled Content ,grip type: Comfort; Latex-free ,ink color: Red ,ink type: Gel ,manufacturer: Pilot Corporation ,point size: 1.0 mm ,point type: Medium ,postconsumer recycled content: 83% ,Product Type: Ballpoint Pen ,quantity: 12 ,refillable: Yes ,retractable: Yes ,total recycled content: 83%"
SpeedballFlatPenNibs C-5 BoxOf12Nibs, $29.89 ,"Item :376960 ,Manufacturer :33183 ,Product Line: Nib C5 ,quantity: 1 ,brand name: Speedball ,manufacturer: SPEEDBALL ART PRODUCTS CO., LLC ,Product Type: Pen Nib"
J.R.MoonPencilCo.SwirlInkDual-ColorBallpointPens MediumPoint 0.7mm SilverBarrel Blue/RedInk PackOf24, $26.00 ,"Item :841343 ,Manufacturer :JRMP80BN ,point size: 0.7 mm ,Color (Barrel): Silver ,point type: Medium ,Color (Ink): Blue; Red ,erasable: No ,grip type: Ergonomic ,refillable: No ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Metal ,pocket clip: Yes ,visible ink supply: No ,Product Line: Swirl Ink ,quantity: 24 ,brand name: J.R. Moon Pencil Co. ,Product Type: Ballpoint Pen"
InkologySequinPetPencilPouches AssortedDesigns PackOf6Pouches, $60.00 ,"Item :6031584 ,Manufacturer :482-0 ,color: Assorted ,primary material: Polyurethane ,material family: Plastic Poly ,closure type: Zipper ,number of holes punched: 0 ,height: 3 in. ,width: 3 in. ,Product Line: Sequin Pet Pencil Pouches ,quantity: 6 ,brand name: Inkology ,manufacturer: INKOLOGY INC ,Product Type: Pencil Pouch"
DerwentPastelPencilSet AssortedColors SetOf12Pencils, $34.80 ,"Item :595201 ,OfficeMax :24963522,Manufacturer :89621 ,color: Assorted ,erasable: No ,Product Line: Pastel Pencil Set ,quantity: 1 ,brand name: Derwent ,manufacturer: ACCO BRANDS USA, LLC ,Product Type: Art Pencil"
PaperMate®JumboEraserRefills TubeOf2, $1.99 ,"Item :929570 ,OfficeMax :20591600,Manufacturer :64892 ,color: White ,Product Line: Jumbo Eraser Refills ,quantity: 2 ,brand name: Paper Mate ,Eco-conscious: Refill ,manufacturer: NEWELL BRANDS INC. ,Product Type: Eraser Refill"
MarkalPRO-LINEXTPaintMarker MediumBulletPoint Black, $2.61 ,"Item :871112 ,Manufacturer :97253 ,point type: Medium ,Color (Ink): Black ,pocket clip: Yes ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: PRO-LINE XT ,quantity: 1 ,brand name: Markal ,Product Type: Marker Pen"
SKILCRAFT®Eco-BottleRetractableGelPens 0.7mm 100%Recycled TransparentBlueBarrel BlueInk PackOf12, $18.69 ,"Item :243534 ,OfficeMax :25665566,Manufacturer :NSN6580691 ,point size: 0.7 mm ,Color (Ink): Blue ,Color (Barrel): Transparent Blue ,point type: Medium ,erasable: Yes ,grip type: Ridged ,ink type: Gel ,refillable: No ,retractable: Yes ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: Eco-Bottle ,quantity: 12 ,brand name: SKILCRAFT ,manufacturer: NATIONAL INDUSTRIES FOR THE BLIND ,Post Consumer Recycled Content Percentage: 0 % ,Product Type: Gel Pen ,Total Recycled Content Percentage: 0 % ,Product Name: Recycled Retractable Gel Pen ,assembly required: No ,pen point size: 0.7"
Monteverde®MiniBallpointPenRefills MediumPoint 0.7mm TurquoiseInk PackOf50, $74.99 ,"Item :462877 ,Manufacturer :D133TQ ,Color (Ink): Turquoise ,point type: Medium ,point size: 0.7 mm ,Product Line: Mini ,quantity: 50 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
MusgravePencilCo.MotivationalPencils 2.11mm #2Lead PawsitivelyAwesome Multicolor PackOf144, $46.69 ,"Item :497028 ,Manufacturer :MUS2484DBN ,Color (Barrel): Multicolor ,eraser included: Yes ,lead type: 2 ,presharpened: No ,Product Line: Motivational Pencils ,quantity: 144 ,brand name: Musgrave Pencil Co. Inc. ,Product Type: Standard Pencil"
Monteverde®BallpointRefillsForSheafferBallpointPens MediumPoint 0.7mm Purple PackOf2Refills, $7.99 ,"Item :465847 ,Manufacturer :S132PL ,Color (Ink): Purple ,point type: Medium ,point size: 0.7 mm ,Compatible with: ,Product Line: Ballpoint Refills ,quantity: 2 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
WaikikiBeachTowersCustomMetalGelPens FinePoint 0.7mm BlackInk PackOf1 000Pens,,
DerwentInktensePencilSet AssortedColors SetOf24Pencils, $66.89 ,"Item :582403 ,OfficeMax :24960516,Manufacturer :67402 ,color: Willow ,erasable: No ,washable: No ,Product Line: Inktense ,quantity: 1 ,brand name: Derwent ,manufacturer: THE CUMBERLAND PENCIL COMPANY ,Product Type: Art Pencil"
Monteverde®MiniBallpointPenRefills SuperBroadPoint 1.4mm OrangeInk PackOf4, $9.99 ,"Item :463219 ,Manufacturer :D152OR ,Color (Ink): Orange ,point type: Broad ,point size: 1.4 Mm ,Compatible with: Monteverde - Mini D-1 Ballpoint Pen ,Product Line: Mini ,quantity: 4 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
OfficeDepot®BrandFineLinerPorous-PointPens MediumNeedlePoint 0.8mm BlackBarrels AssortedInkColors PackOf24, $6.99 ,"Item :142439 ,OfficeMax :25669508,Manufacturer :7120/24ACT ,point size: 0.8 Mm ,Color (Barrel): Black ,point type: Medium ,Color (Ink): Black; Blue; Brown; Camel; Gray; Green; Orange; Peach; Pink; Purple; Red; Violet; Yellow ,ink type: Water Based ,Material (barrel): Plastic ,pocket clip: Yes ,Product Line: Fine Liner ,quantity: 24 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Felt-Tip Pen"
Staedtler10TriplusPermanentMulti-surfacePens-SuperFinePenPoint-0.3mmPenPointSize-10/Set, $17.69 ,"Item :8609447 ,Manufacturer :STD331SB10 ,point size: 0.3 Mm ,point type: Super Fine; Fine ,quantity: 10 ,brand name: Staedtler ,manufacturer: STAEDTLER-MARS GMBH & CO KG ,Product Type: Roller Pen ,pen point size: 0.3"
"InkologySequinPetPencilPouches 3""Hx3""Wx8""D AssortedColors PackOf8Pouches", $63.99 ,"Item :8466709 ,Manufacturer :432-5 ,color: Assorted ,primary material: Plastic ,material family: Plastic Poly ,closure type: Zipper ,number of holes punched: 0 ,height: 3 in. ,width: 3 in. ,Product Line: Sequin Pet Pencil Pouches ,quantity: 8 ,brand name: Inkology ,manufacturer: INKOLOGY INC ,Product Type: Pencil Pouch"
MusgravePencilCo.MotivationalPencils 2.11mm #2Lead BirthdayBlitz Multicolor PackOf144, $44.40 ,"Item :121101 ,Manufacturer :MUS1356DBN ,Color (Barrel): Multicolor ,eraser included: Yes ,lead type: 2 ,presharpened: No ,Product Line: Motivational Pencils ,quantity: 144 ,brand name: Musgrave Pencil Co. Inc. ,Product Type: Standard Pencil"
SakuraZentangleDrawingSet BlackInk SetOf11Pieces, $23.99 ,"Item :429898 ,OfficeMax :24933887,Manufacturer :55326 ,color: Black ,erasable: Yes ,Product Line: Zentangle ,quantity: 1 ,brand name: Sakura ,manufacturer: SAKURA COLOR PROD AMERICA ,Product Type: Art Pen"
SpeedballFlatPenNibs C-2 BoxOf12Nibs, $29.89 ,"Item :378364 ,OfficeMax :24934494,Manufacturer :74322 ,Product Line: Nib C2 ,quantity: 1 ,brand name: Speedball ,manufacturer: SPEEDBALL ART PRODUCTS CO., LLC ,Product Type: Pen Nib"
I.R.I.S.IrispenAir7-CordlessDigitalHighlighter--dpiBluetooth-PC Mac Android iOS, $149.99 ,"Item :428396 ,Manufacturer :5DG259 ,pen type: Highlighter ,refillable: No ,visible ink supply: No ,brand name: I.R.I.S. ,manufacturer: IRIS USA, INC. ,Product Type: Multifunction Pen ,Additional Information: ,Limited Warranty: 1 ,Platform Supported: PC; Mac; Android; iOS"
MusgravePencilCo.MotivationalPencils 2.11mm #2Lead BirthdaySupreme Multicolor PackOf144, $46.69 ,"Item :423777 ,Manufacturer :MUS1355DBN ,Color (Barrel): Multicolor ,eraser included: Yes ,lead type: 2 ,presharpened: No ,Product Line: Motivational Pencils ,quantity: 144 ,brand name: Musgrave Pencil Co. Inc. ,Product Type: Standard Pencil"
Koh-I-NoorRapidographNo.72DReplacementPoint 2 0.6mm, $25.29 ,"Item :381082 ,OfficeMax :24929124,Manufacturer :40907 ,point size: 0.6 mm ,erasable: No ,Product Line: Rapidograph No. 72D ,quantity: 1 ,brand name: Koh-I-Noor ,manufacturer: KOH-I-NOOR RAPIDOGRAPH, INC. ,Product Type: Art Pen"
CharlesLeonardNaturalRubberWedgeErasers Medium Pink 12ErasersPerBox PackOf3Boxes, $31.50 ,"Item :580548 ,Manufacturer :CHL71524BN ,color: Pink ,primary material: Rubber ,Smudge Resistant: Yes ,material family: Rubber ,quantity: 72 ,brand name: Charles Leonard ,manufacturer: BAUMGARTENS ,Product Type: Cap Eraser ,Recommended Medium: Lead"
PaperMate®WriteBros.®GripBallpointStickPens FinePoint 0.8mm BlackBarrel BlackInk PackOf12, $4.09 ,"Item :863227 ,OfficeMax :22560220,Manufacturer :88082 ,point size: 0.8 Mm ,Color (Barrel): Black ,point type: Fine ,Color (Ink): Black ,erasable: No ,grip type: Rubberized ,ink type: Oil Based ,refillable: No ,pocket clip: Yes ,Product Line: Write Bros ,quantity: 12 ,brand name: Paper Mate ,manufacturer: NEWELL BRANDS INC. ,Product Type: Ballpoint Pen"
IdeaPaintDry-EraseMarkers BulletPoint WhiteBarrel BlackInk PackOf12Markers, $17.99 ,"Item :9964578 ,Manufacturer :ACDM120001 ,Color (Barrel): White ,Color (Ink): Black ,retractable: No ,odorless: Yes ,pocket clip: No ,visible ink supply: No ,quantity: 12 ,brand name: IdeaPaint ,manufacturer: IDEAPAINT, INC. ,point type: Bullet ,Product Type: Dry-Erase Marker"
Zebra®JKGelPenRefills 0.7mm Blue PackOf2, $4.39 ,"Item :770167 ,OfficeMax :22066005,Manufacturer :ZEB87022 ,Color (Ink): Blue ,point type: Medium ,point size: 0.7 mm ,Compatible with: ,ink type: Gel ,Product Line: JF ,quantity: 2 ,brand name: Zebra Pen ,Product Type: Pen-Style Pen Refill ,assembly required: No"
Monteverde®BallpointRefillsForSheafferBallpointPens MediumPoint 0.7mm Orange PackOf6Refills, $26.49 ,"Item :466108 ,Manufacturer :S133OR ,Color (Ink): Orange ,point type: Medium ,point size: 0.7 mm ,Compatible with: ,Product Line: Ballpoint ,quantity: 6 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
Prang®ArtMarkers FineTip AssortedColors PackOf144, $39.89 ,"Item :675457 ,OfficeMax :24718389,Manufacturer :DIX80744 ,Color (Ink): Black; Blue; Brown; Gray; Green; Orange; Peach; Pink; Powder Blue; Purple; Red; Yellow ,odorless: Yes ,point type: Fine ,washable: No ,quantity: 144 ,brand name: Prang ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Art Marker"
Koh-I-NoorRapidosketchTechnicalPenSet 0.25mm BlackInk, $23.16 ,"Item :582727 ,OfficeMax :24930577,Manufacturer :77270 ,color: Black ,point size: 0.25 mm ,erasable: No ,refillable: Yes ,washable: No ,Product Line: Rapidosketch Technical Pen Set ,quantity: 1 ,brand name: Koh-I-Noor ,manufacturer: KOH-I-NOOR RAPIDOGRAPH, INC. ,Product Type: Art Pen"
AcmeUnitediPointEvolutionAxis6-HoleElectricPencilSharpener Silver, $83.59 ,"Item :553799 ,OfficeMax :23845038,Manufacturer :ACM15509 ,color: Silver ,automatic start/stop: Yes ,Recommended Sharpener Use: Standard Pencils ,height: 5 in. ,Warranty: 10-Year Limited ,Product Line: iPoint ,power source: Plug-In ,quantity: 1 ,brand name: Acme ,Product Type: Electric Pencil Sharpener"
FORAY®RubberGripGelPensWithFashionInk MediumPoint 0.7mm AssortedBarrels AssortedInkColors PackOf6, $7.39 ,"Item :610349 ,OfficeMax :24990716,Manufacturer :RTP-022622 ,point size: 0.7 mm ,Color (Ink): Black; Blue; Green; Orange; Pink; Purple ,Color (Barrel): Assorted ,point type: Medium ,erasable: No ,grip type: Rubberized ,ink type: Gel ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,Product Line: Gelio ,quantity: 6 ,brand name: FORAY ,Distributed By: Office Depot Inc. ,Product Type: Gel Pen"
IntegraGolfPencil Presharpened HBLead Packof144, $17.69 ,"Item :729045 ,OfficeMax :24383007,Manufacturer :ITA30980 ,Color (Barrel): Yellow ,primary material: Wood ,eraser included: Yes ,lead type: HB ,presharpened: Yes ,quantity: 144 ,brand name: Integra ,Product Type: Standard Pencil"
BICMaticGripMechanicalPencils-#2Lead-0.5mmLeadDiameter-BlackLead-Black GrayBarrel-6/Pack, $5.89 ,"Item :738474 ,Manufacturer :BICMPFGP61 ,Lead Size: 0.5 mm ,quantity: 1 ,Color (Barrel): Black; Gray ,refillable: No ,retractable: Yes ,pocket clip: Yes ,Product Line: Matic ,brand name: BIC ,Product Type: Mechanical Pencil"
Monteverde®RollerballRefillsForWatermanRollerballPens FinePoint 0.5mm Green PackOf6Refills, $24.99 ,"Item :467179 ,Manufacturer :W223GN ,Color (Ink): Green ,point type: Fine ,point size: 0.5 Mm ,Compatible with: Sheaffer Rollerball Pens ,Product Line: Rollerball ,quantity: 6 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
Koh-I-NoorRapido-EzePenCleaner 32Oz, $28.92 ,"Item :282732 ,OfficeMax :24916012,Manufacturer :30977 ,Product Line: Rapido-Eze Pen Cleaner ,quantity: 1 ,brand name: Koh-I-Noor ,erasable: No ,manufacturer: KOH-I-NOOR RAPIDOGRAPH, INC. ,Product Type: Pen Cleaner ,washable: No"
EurekaCatintheHat™PencilRewardsWithToppers Red/White GradesPre-K-12 16RewardsPerBox PackOf4Boxes, $44.79 ,"Item :326528 ,Manufacturer :EU-610101BN ,Color (Barrel): Red/White ,eraser included: Yes ,presharpened: No ,Product Line: Dr. Seuss ,quantity: 64 ,brand name: Eureka ,manufacturer: BAUMGARTENS ,Product Type: Standard Pencil"
Monteverde®MiniBallpointPenRefills MediumPoint 0.7mm Blue/BlackInk PackOf500, $749.99 ,"Item :462886 ,Manufacturer :D134BB ,Color (Ink): Blue/Black ,point type: Medium ,point size: 0.7 mm ,Product Line: Mini ,quantity: 500 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
SpeedballHuntArtists'ImperialPenNibs No.101 12NibsPerBox PackOf2Boxes, $38.79 ,"Item :483025 ,OfficeMax :24929794,Manufacturer :21319-PK2 ,erasable: No ,Product Line: Hunt Artists 101 ,quantity: 1 ,brand name: Speedball ,manufacturer: WINSOR & NEWTON ,Product Type: Art Pen"
uni-ball®JetStream™Refills ForJetStreamStick BoldPoint 1.0mm Blue PackOf2, $4.99 ,"Item :222416 ,OfficeMax :21128682,Manufacturer :45574 ,Color (Ink): Blue ,point type: Bold ,point size: 1.0 mm ,Compatible with: ,ink type: Gel ,Product Line: Jetstream ,quantity: 2 ,brand name: Uni-Ball ,Eco-conscious: Refill ,manufacturer: NEWELL BRANDS INC. ,Product Type: Pen-Style Pen Refill ,assembly required: No"
Waterman®ExpertBallpointPen MediumPoint 1.0mm SilverBarrel BlueInk, $131.99 ,"Item :312227 ,OfficeMax :25428403,Manufacturer :WATS0952100 ,point size: 1.0 mm ,Color (Barrel): Silver ,point type: Medium ,Color (Ink): Blue ,erasable: No ,grip type: Ergonomic ,ink type: Oil Based ,refillable: Yes ,retractable: No ,pocket clip: Yes ,visible ink supply: No ,Product Line: Expert ,quantity: 1 ,brand name: Waterman ,manufacturer: NEWELL BRANDS INC. ,Product Type: Ballpoint Pen ,Cap Material: Stainless Steel ,Finishing: Stainless Steel; Palladium Plated ,Product Name: Expert Blue Ink Stainless Steel Pen ,assembly required: No"
DerwentInktensePencilSet AssortedColors SetOf72Pencils, $216.99 ,"Item :582349 ,OfficeMax :24960507,Manufacturer :52838 ,color: Willow ,erasable: No ,washable: No ,Product Line: Inktense ,quantity: 1 ,brand name: Derwent ,manufacturer: THE CUMBERLAND PENCIL COMPANY ,Product Type: Art Pencil"
Monteverde®SoftRollParker®StyleBallpointRefills MediumPoint 0.7mm Red PackOf50, $149.99 ,"Item :465172 ,Manufacturer :P134RD ,Color (Ink): Red ,point type: Medium ,point size: 0.7 mm ,Product Line: Soft Foll Parker ,quantity: 50 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
Monteverde®MiniBallpointPenRefills MediumPoint 0.7mm GreenInk PackOf50, $74.99 ,"Item :462742 ,Manufacturer :D133GN ,Color (Ink): Green ,point type: Medium ,point size: 0.7 mm ,Product Line: Mini ,quantity: 50 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
KleenSlate®EraserCapsForSmallDry-EraseMarkers Assorted PackOf100, $60.79 ,"Item :157302 ,Manufacturer :6320 ,Color (Ink): Assorted ,quantity: 100 ,brand name: KleenSlate Concepts ,Product Type: Dry-Erase Marker"
RiteintheRainAllWeatherLeadRefills 1.1mm Red PackOf6Refills, $73.59 ,"Item :6427696 ,Manufacturer :RIT99RR ,color: Red ,Lead Size: 1.1 mm ,lead type: 1 Soft ,Product Line: All Weather Lead Refills ,quantity: 6 ,brand name: Rite in the Rain ,manufacturer: RITE IN THE RAIN ,Product Type: Mechanical Pencil Refill"
Monteverde®Magnum-SizeFountainPenInkCartridgeRefills Blue/Black PackOf8Refills, $5.99 ,"Item :463759 ,Manufacturer :G376BB ,Color (Ink): Blue/Black ,Product Line: Magnum-Size ,quantity: 8 ,brand name: MONTEVERDE USA ,Product Type: Cartridges Pen Refill"
DykemCrossCheck™TorqueSeal®Tamper-ProofIndicatorPaste 1Oz Orange PackOf24, $158.99 ,"Item :8747718 ,Manufacturer :253-83314 ,Color (Ink): Orange ,pocket clip: No ,retractable: No ,Smudge Resistant: No ,visible ink supply: No ,washable: No ,Product Line: Torque Seal ,quantity: 24 ,brand name: Dykem ,manufacturer: ITW DYMON ,Product Type: Marker Pen"
SKILCRAFT®Oil-BasedPaintMarkers FiberBulletPoint AssortedColors PackOf12(AbilityOne7520-01-207-4168), $48.69 ,"Item :549996 ,OfficeMax :22440342,Manufacturer :NSN2074168 ,Color (Ink): Black; Blue; Brown; Gold; Green; Orange; Pink; Purple; Red; Silver; White; Yellow ,odorless: No ,washable: Yes ,Product Line: Oil-Based ,quantity: 12 ,brand name: SKILCRAFT ,Product Type: Art Marker ,assembly required: No ,ink color: Assorted ,Marker Point: Medium ,Marker Point Style: Bullet ,Product Model: 7520012074168"
SargentArtClassicBroadTipMarkers WhiteBarrels AssortedInkColors BoxOf200Markers, $96.19 ,"Item :9760749 ,Manufacturer :SAR221527 ,Color (Barrel): White ,Color (Ink): Assorted ,erasable: No ,grip type: None ,Low Viscosity: No ,marker type: Permanent ,point type: Broad ,refillable: No ,retractable: No ,scented: No ,washable: No ,ink type: Liquid; Water Based ,Product Line: Classic Broad Tip Markers ,quantity: 200 ,brand name: Sargent Art ,manufacturer: SARGENT ART, INC. ,Product Type: Art Marker"
MoonProductsFourthGradersAreNo.1Pencil-#2 #1Lead-WoodBarrel-12/Dozen, $4.49 ,"Item :206077 ,Manufacturer :MPD7864B ,primary material: Wood ,material family: Wood ,eraser included: Yes ,Material (barrel): Wood ,quantity: 12 ,brand name: Moon Products ,Product Type: Standard Pencil ,Lead Degree (Hardness): 2; 1"
J.R.MoonPencilCo.Pencils 2.11mm #2HBLead HappyBirthdayFromYourTeacher Multicolor PackOf144, $43.49 ,"Item :115851 ,Manufacturer :JRM7500BBN ,Color (Barrel): Multicolor ,eraser included: Yes ,lead type: HB ,presharpened: No ,quantity: 144 ,brand name: J.R. Moon Pencil Co. ,Product Type: Standard Pencil"
CretacolorPastelPencils SetOf24Pencils, $57.19 ,"Item :484816 ,OfficeMax :24932897,Manufacturer :71895 ,erasable: No ,Product Line: Drawing Pencils ,quantity: 1 ,brand name: Cretacolor ,manufacturer: CRETACOLOR ,Product Type: Art Pencil"
BICGripRollerPens-MicroPenPoint-0.5mmPenPointSize-Red-MetalTip-1Dozen, $13.99 ,"Item :796531 ,OfficeMax :20099144,Manufacturer :BICGREM11RD ,point size: 0.5 Mm ,Color (Ink): Red ,quantity: 12 ,brand name: BIC ,Product Type: Roller Pen ,assembly required: No ,ink color: Red ,Pen Point: Micro ,pen point size: 0.5 ,Tip Material: Metal"
Monteverde®BallpointRefillsForSheafferBallpointPens MediumPoint 0.7mm Purple PackOf6Refills, $26.49 ,"Item :466126 ,Manufacturer :S133PL ,Color (Ink): Purple ,point type: Medium ,point size: 0.7 mm ,Compatible with: ,Product Line: Ballpoint ,quantity: 6 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
BIC®Triumph™RetractableGelPens MediumPoint 0.7mm MetallicWrapBarrel BlackInk PackOf12Pens, $5.00 ,"Item :754677 ,OfficeMax :22353445,Manufacturer :RTR5711-BLK ,Color (Ink): Black ,point size: 0.7 mm ,Color (Barrel): Metallic Wrap ,point type: Medium ,grip type: Rubberized ,ink type: Gel ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,Product Line: Truimph ,quantity: 12 ,brand name: BIC ,manufacturer: BIC CORP ,Product Type: Gel Pen"
Monteverde®RollerballRefillsForSheafferRollerballPens FinePoint 0.5mm Black PackOf6Refills, $17.99 ,"Item :466522 ,Manufacturer :S223BK ,Color (Ink): Black ,point type: Fine ,point size: 0.5 Mm ,Compatible with: Sheaffer Rollerball Pens ,Product Line: Rollerball ,quantity: 6 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
Monteverde®RollerballRefillsForWatermanRollerballPens FinePoint 0.5mm Green PackOf2Refills, $9.99 ,"Item :467053 ,Manufacturer :W222GN ,Color (Ink): Green ,point type: Fine ,point size: 0.5 Mm ,Compatible with: Sheaffer Rollerball Pens ,Product Line: Rollerball ,quantity: 2 ,brand name: MONTEVERDE USA ,Product Type: Pen-Style Pen Refill"
BaumgartensDualHolePlasticPencilSharpeners AssortedColors PackOf20, $28.10 ,"Item :792741 ,Manufacturer :BAUMMR3320BN ,color: Blue; Purple; Teal; Pink; Orange ,primary material: Metal ,material family: Metal ,Material (Cutter): Steel ,quantity: 20 ,brand name: Baumgartens ,manufacturer: BAUMGARTENS ,Product Type: Manual Pencil Sharpener"
OfficeDepot®BrandOvermoldedWebPencilBoxes AssortedColors PackOf4Boxes, $21.99 ,"Item :9703158 ,Manufacturer :91150-OD ,primary material: Plastic ,color: Assorted ,material family: Plastic ,closure type: Snap ,inside pockets: No ,number of holes punched: 1 ,width: 5-1/4 in. ,depth: 8 in. ,height: 2-3/4 in. ,Lockable: No ,Product Line: Overmolded Web Pencil Box ,quantity: 4 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Pencil Box"
